Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
122022-BEL-CBC-T2-93-OFAV_S9_R2_16S	122022-BEL-CBC-T2-93-OFAV_S9_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	361927.0	90.8 Mbp	0.0	251.0	38.0	3.297350018097572	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T2-94-PAST_S16_R2_16S	122022-BEL-CBC-T2-94-PAST_S16_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	776225.0	194.8 Mbp	0.0	251.0	54.0	5.531128216689749	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T4-34-PSTR_S25_R2_16S	122022-BEL-CBC-T4-34-PSTR_S25_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42641.0	10.7 Mbp	0.0	251.0	64.0	12.173729509157853	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T1-509-MCAV_S26_R2_16S	122023-BEL-CBC-T1-509-MCAV_S26_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	185210.0	46.4 Mbp	0.0	251.0	36.0	4.380433021975056	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T2-514-SSID_S81_R2_16S	122023-BEL-CBC-T2-514-SSID_S81_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	679689.0	170.6 Mbp	0.0	251.0	42.0	13.260476482626613	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122023-BEL-CBC-T2-516-MCAV_S20_R2_16S	122023-BEL-CBC-T2-516-MCAV_S20_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	864253.0	216.9 Mbp	0.0	251.0	35.0	2.3044178035829788	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T2-520-PAST_S2_R2_16S	122023-BEL-CBC-T2-520-PAST_S2_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1063245.0	266.8 Mbp	0.0	251.0	46.0	5.026216911436217	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T2-521-OFAV_S90_R2_16S	122023-BEL-CBC-T2-521-OFAV_S90_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	816956.0	205 Mbp	0.0	251.0	35.0	4.661083338637577	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122023-BEL-CBC-T3-527-OFAV_S78_R2_16S	122023-BEL-CBC-T3-527-OFAV_S78_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1013547.0	254.4 Mbp	0.0	251.0	39.0	8.920454601513299	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122023-BEL-CBC-T3-534-SSID_S27_R2_16S	122023-BEL-CBC-T3-534-SSID_S27_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109937.0	27.5 Mbp	0.0	251.0	49.0	15.869998271737447	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T4-536-PSTR_S50_R2_16S	122023-BEL-CBC-T4-536-PSTR_S50_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1169695.0	293.5 Mbp	0.0	251.0	38.0	7.276512253194209	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
Negative_S96_R2_16S	Negative_S96_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20043.0	5 Mbp	0.0	251.0	51.0	30.364715860899068	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
Undetermined_S0_R2_16S	Undetermined_S0_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3144597.0	789.2 Mbp	0.0	251.0	44.0	20.256625198769814	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
