,Tubelabel_species,X,Date_Extracted,Raw_ng_ul,Date_Enriched,Microbe_Location,Month_year,colony,CollectionDate,Species,Health_status,Sample_physical_location,Extraction_physical_location,immune_y.n,Condition,Date_16S,Date_ITS2,Seq_run,Transect
418,122022_BEL_CBC_T3_122_PAST,104,9_11_2024,1.79,9_28_2024,UML_NARWHAL_R6_B30,122022,3_24,12/3/22,PAST,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B29,n,Healthy,3_10_2026,3_13_2026,5,Lagoon
121,052022_BEL_CBC_T1_4_PSTR,16,6_8_2023,28.2,10_6_2023,UML_NARWHAL_R6_B1,052022,1_6,5/21/22,PSTR,Healthy,UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B3,n,Healthy,3_10_2026,3_13_2026,5,CBC30N
259,082024_BEL_CBC_T2_1513_PAST,204,1_14_2025,80.8,,,082024,2_57,8/23/24,PAST,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,3_10_2026,3_13_2026,5,SR30N
12,012024_BEL_CBC_T2_597_PAST,12,2_17_2025,1.88,,,012024,2_57,1/12/24,PAST,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,3_10_2026,3_13_2026,5,SR30N
425,122022_BEL_CBC_T3_132_MCAV,106,7_19_2024,14.1,10_29_2024,UML_NARWHAL_R6_B30,122022,3_15,12/3/22,MCAV,Diseased_Tissue,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_10_2026,3_13_2026,5,Lagoon
25,012024_BEL_CBC_T3_640_MCAV,25,2_20_2025,7.4,,,012024,3_14,1/10/24,MCAV,Healthy,UML_NARWHAL_R5_B18,UML_NARWHAL_R2_B16,y,Healthy,3_10_2026,3_13_2026,5,Lagoon
426,122022_BEL_CBC_T3_133_MCAV,107,7_17_2024,3.5,10_29_2024,UML_NARWHAL_R6_B30,122022,3_15,12/3/22,MCAV,Diseased_Margin,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_10_2026,3_13_2026,5,Lagoon
207,062019_BEL_CBC_T3_7_PAST,153,6_17_2022,7.28,10_30_24,UML_NARWHAL_R6_B27,062019,3_10,6/23/19,PAST,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35",y,Healthy,3_10_2026,3_13_2026,5,Lagoon
324,092023_BEL_CBC_T3_264_SSID,69,9_11_2024,30.8,,,092023,3_65,9/25/23,SSID,Diseased_Tissue,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B11,n,Diseased,3_10_2026,3_13_2026,5,Lagoon
199,062019_BEL_CBC_T3_15_MCAV,55,6_13_2022,22.4,10_30_24,UML_NARWHAL_R6_B27,062019,3_22,6/23/19,MCAV,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B33, UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35",n,Healthy,3_10_2026,3_13_2026,5,Lagoon
364,112023_BEL_CBC_T3_351_OFAV,288,11_15_2024,45.2,,,112023,3_66,11/13/23,OFAV,Healthy,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,Healthy,3_10_2026,3_13_2026,5,Lagoon
235,062024_BEL_CBC_T3_1430_PSTR,180,1_13_2025,9.52,,,062024,3_20,6/20/24,PSTR,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,3_10_2026,3_13_2026,5,Lagoon
34,022024_BEL_CBC_T1_773_SSID,34,11_22_2024,61.8,,,022024,1_3,2/23/24,SSID,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Diseased,3_11_2026,3_16_2026,5,CBC30N
433,122022_BEL_CBC_T4_10_OFAV,110,6_28_2023,6.4,10_17_2023,UML_NARWHAL_R6_B1,122022,4_100,12/5/22,OFAV,Diseased_Tissue,Depleted_UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B3,n,Diseased,3_11_2026,3_16_2026,5,Curlew
172,062019_BEL_CBC_T1_17_MCAV,39,2022,4.34,11_5_2024,UML_NARWHAL_R6_B27,062019,1_14,6/24/19,MCAV,Healthy,UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B33,n,Healthy,3_11_2026,3_16_2026,5,CBC30N
443,122022_BEL_CBC_T4_38_MCAV,337,8_12_2024,3.1,10_6_2024,UML_NARWHAL_R6_B30,122022,4_28,12/5/22,MCAV,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,3_11_2026,3_16_2026,5,Curlew
325,092023_BEL_CBC_T3_90_SSID,70,9_11_2024,7.36,,,092023,3_28,9/25/23,SSID,Diseased_Tissue,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B11,n,Diseased,3_11_2026,3_16_2026,5,Lagoon
423,122022_BEL_CBC_T3_128_MCAV,328,8_12_2024,1.07,10_6_2024,UML_NARWHAL_R6_B30,122022,3_21,12/3/22,MCAV,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,3_11_2026,3_16_2026,5,Lagoon
117,052022_BEL_CBC_T1_17_SSID,14,2022,NA,,,052022,1_17,5/21/22,SSID,Diseased_Tissue,UML_NARWHAL_R1_B3,"UML_NARWHAL_R2_B32,  UML_NARWHAL_R2_B35",n,Diseased,3_11_2026,3_16_2026,5,CBC30N
53,022024_BEL_CBC_T3_845_SSID,53,11_26_2024,82.6,,,022024,3_5,2/24/24,SSID,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,Healthy,3_11_2026,3_16_2026,5,Lagoon
260,082024_BEL_CBC_T2_1514_MCAV,205,1_14_2025,98.8,,,082024,2_55,8/23/24,MCAV,Healthy,UML_NARWHAL_R5_B27,UML_NARWHAL_R2_B15,y,Healthy,3_11_2026,3_16_2026,5,SR30N
243,062024_BEL_CBC_T4_1461_OFAV,188,12_5_2024,25.5,,,062024,4_78,6/22/24,OFAV,Healthy,UML_NARWHAL_R5_B26,UML_NARWHAL_R2_B15,y,Healthy,3_11_2026,3_16_2026,5,Curlew
362,112023_BEL_CBC_T3_349_PAST,286,11_15_2024,5.72,,,112023,3_6,11/13/23,PAST,Bleached_Tissue,UML_NARWHAL_R5_B19,UML_NARWHAL_R2_B12,y,CLB,3_11_2026,3_16_2026,5,Lagoon
415,122022_BEL_CBC_T3_119_MCAV,321,8_12_2024,0.388,10_6_2024,UML_NARWHAL_R6_B30,122022,3_2,12/3/22,MCAV,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,y,Healthy,3_11_2026,3_16_2026,5,Lagoon
61,022024_BEL_CBC_T3_853_SSID,61,11_26_2024,34.1,,,022024,3_33,2/24/24,SSID,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,DC,3_11_2026,3_16_2026,5,Lagoon
322,092023_BEL_CBC_T3_198_SSID,67,9_11_2024,12.9,,,092023,3_19,9/25/23,SSID,Diseased_Tissue,UML_NARWHAL_R1_B11,UML_NARWHAL_R2_B11,n,Diseased,3_11_2026,3_16_2026,5,Lagoon
208,062019_BEL_CBC_T3_8_MCAV,154,2022,13.3,11_5_2024,UML_NARWHAL_R6_B27,062019,3_14,6/23/19,MCAV,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B33, UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B35",y,Healthy,3_11_2026,3_16_2026,5,Lagoon
171,062019_BEL_CBC_T1_16_MCAV,38,2022,15.5,10_30_24,UML_NARWHAL_R6_B27,062019,1_8,6/24/19,MCAV,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B33",n,Healthy,3_11_2026,3_16_2026,5,CBC30N
192,062019_BEL_CBC_T2_25_PAST,145,8_19_2024,1.88,10_6_2024,UML_NARWHAL_R6_B30,062019,2_63,6/25/19,PAST,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34",y,Healthy,3_11_2026,3_16_2026,5,SR30N
209,062019_BEL_CBC_T3_9_MCAV,58,2022,5.2,11_5_2024,all_sent_for_sequencing,062019,3_15,6/23/19,MCAV,Healthy,UML_NARWHAL_R1_B1,"UML_NARWHAL_R2_B32, UML_NARWHAL_R2_B35, UML_NARWHAL_R2_B33",n,Healthy,3_11_2026,3_16_2026,5,Lagoon
291,092023_BEL_CBC_T1_190_OANN,60,9_11_2024,14.7,,,092023,1_22,9/27/23,OANN,Diseased_Tissue,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B11,n,Diseased,3_11_2026,3_16_2026,5,CBC30N
293,092023_BEL_CBC_T1_196_SSID,62,9_11_2024,20.6,,,092023,1_17,9/27/23,SSID,Diseased_Tissue,UML_NARWHAL_R1_B10,UML_NARWHAL_R2_B11,n,"Diseased, CLB",3_11_2026,3_16_2026,5,CBC30N
138,052022_BEL_CBC_T2_4_MCAV,116,8_12_2024,0.094,10_6_2024,UML_NARWHAL_R6_B30,052022,2_69,5/22/22,MCAV,Healthy,UML_NARWHAL_R1_B8,UML_NARWHAL_R2_B26,y,Healthy,3_11_2026,3_16_2026,5,SR30N
387,122022_BEL_CBC_T1_144_MCAV,92,7_19_2024,3.03,10_29_2024,UML_NARWHAL_R6_B30,122022,1_8,12/2/22,MCAV,Diseased_Tissue,UML_NARWHAL_R1_B4,UML_NARWHAL_R2_B26,n,Diseased,3_11_2026,3_16_2026,5,CBC30N
416,122022_BEL_CBC_T3_120_SSID,322,1_14_2025,11.8,,,122022,3_5,12/3/22,SSID,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B15,y,Healthy,3_11_2026,3_16_2026,5,Lagoon
442,122022_BEL_CBC_T4_36_PSTR,116,7_3_2024,34.8,8_2_2024,UML_NARWHAL_R6_B27,122022,4_97,12/5/22,PSTR,Diseased_Tissue,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_11_2026,3_16_2026,5,Curlew
446,122022_BEL_CBC_T4_6_MCAV,118,7_19_2024,37.3,10_29_2024,UML_NARWHAL_R6_B30,122022,4_94,12/5/22,MCAV,Diseased_Tissue,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_11_2026,3_16_2026,5,Curlew
163,052022_BEL_CBC_T3_55_PAST,36,8_9_2024,0.933,11_8_2024,UML_NARWHAL_R6_B27,052022,3_18,5/20/22,PAST,Diseased_Tissue,UML_NARWHAL_R1_B3,UML_NARWHAL_R2_B29,n,Diseased,3_11_2026,3_16_2026,5,Lagoon
129,052022_BEL_CBC_T1_61_PAST,21,8_19_2024,8.35,9_28_2024,UML_NARWHAL_R6_B30,052022,1_20,5/21/22,PAST,Healthy,UML_NARWHAL_R1_B3,"UML_NARWHAL_R2_B29, UML_NARWHAL_R2_B34",n,Healthy,3_11_2026,3_16_2026,5,CBC30N
413,122022_BEL_CBC_T3_115_PAST,103,8_9_2024,1.21,10_29_2024,UML_NARWHAL_R6_B30,122022,3_18,12/3/22,PAST,Diseased_Tissue,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_11_2026,3_16_2026,5,Lagoon
64,022024_BEL_CBC_T4_871_PSTR,64,11_26_2024,91.4,,,022024,4_98,2/24/24,PSTR,Bleached_Tissue,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B13,y,CLP,3_11_2026,3_16_2026,5,Curlew
430,122022_BEL_CBC_T3_147_OFAV,331,6_22_2023,50.7,10_11_23,UML_NARWHAL_R6_B1,122022,3_66,12/3/22,OFAV,Healthy,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B3,y,Healthy,3_11_2026,3_16_2026,5,Lagoon
429,122022_BEL_CBC_T3_145_MCAV,108,7_19_2024,5.74,10_29_2024,UML_NARWHAL_R6_B30,122022,3_67,12/3/22,MCAV,Diseased_Tissue,UML_NARWHAL_R1_B5,UML_NARWHAL_R2_B26,n,Diseased,3_11_2026,3_16_2026,5,Lagoon
54,022024_BEL_CBC_T3_846_OFAV,54,3_16_2026,90,,,022024,3_66,2/24/24,OFAV,Healthy,UML_NARWHAL_R5_B23,UML_NARWHAL_R2_B16,y,Healthy,3_17_2026,3_17_2026,5,Lagoon
203,062019_BEL_CBC_T3_28_SSID,57,,NA,,,062019,3_24,6/23/19,SSID,Healthy,Depleted_UML_NARWHAL_R1_B1,UML_NARWHAL_R2_B35,n,Healthy,3_17_2026,3_17_2026,5,Lagoon
488,Negative_5,NA,,,,,    NA,0_0,,Negative,Negative,,,,Negative,NA,NA,0,
