Sample	Unique Reads	Duplicate Reads
062024-BEL-CBC-T1-1353-MCAV_S86_R1_16S	14829.0	1074695.0
062024-BEL-CBC-T2-1375-SSID_S33_R1_16S	97077.0	9727383.0
062024-BEL-CBC-T2-1396-MCAV_S49_R1_16S	16208.0	904069.0
062024-BEL-CBC-T3-1415-MCAV_S50_R1_16S	3141.0	193241.0
062024-BEL-CBC-T3-1433-PSTR_S2_R1_16S	27710.0	950887.0
062024-BEL-CBC-T3-1439-OFAV_S41_R1_16S	10575.0	236834.0
062024-BEL-CBC-T3-1442-OFAV_S35_R1_16S	11005.0	619595.0
082024-BEL-CBC-T1-1479-PAST_S47_R1_16S	11096.0	483697.0
082024-BEL-CBC-T1-1482-OANN_S36_R1_16S	5283.0	121641.0
082024-BEL-CBC-T2-1510-PAST_S94_R1_16S	15102.0	772593.0
082024-BEL-CBC-T3-1554-OANN_S14_R1_16S	12830.0	916697.0
082024-BEL-CBC-T3-1558-MCAV_S34_R1_16S	7742.0	325461.0
082024-BEL-CBC-T3-1560-PSTR_S54_R1_16S	5919.0	407463.0
082024-BEL-CBC-T3-1561-MCAV_S38_R1_16S	10062.0	412776.0
082024-BEL-CBC-T3-1562-OFAV_S31_R1_16S	37710.0	6446159.0
082024-BEL-CBC-T4-1606-PSTR_S25_R1_16S	6196.0	313551.0
082024-BEL-CBC-T4-1607-PSTR_S90_R1_16S	2408.0	64581.0
082024-BEL-CBC-T4-1609-OFAV_S12_R1_16S	7757.0	976379.0
092023-BEL-CBC-T1-171-PAST_S42_R1_16S	14886.0	480322.0
092023-BEL-CBC-T1-175-PAST_S7_R1_16S	13959.0	449937.0
092023-BEL-CBC-T2-174-SSID_S46_R1_16S	12182.0	522604.0
092023-BEL-CBC-T2-181-PAST_S63_R1_16S	17042.0	848858.0
092023-BEL-CBC-T2-184-MCAV_S37_R1_16S	112515.0	11599811.0
092023-BEL-CBC-T3-171-OFAV_S78_R1_16S	26148.0	2028410.0
092023-BEL-CBC-T3-173-OFAV_S84_R1_16S	26001.0	2084799.0
092023-BEL-CBC-T3-178-PAST_S74_R1_16S	7490.0	783779.0
092023-BEL-CBC-T3-195-PSTR_S66_R1_16S	1786.0	53546.0
092023-BEL-CBC-T4-92-PSTR_S43_R1_16S	4180.0	106869.0
092023-BEL-CBC-T4-94-MCAV_S85_R1_16S	13866.0	705306.0
102019-BEL-CBC-T1-29-PSTR_S22_R1_16S	3767.0	521167.0
112023-BEL-CBC-T1-276-MCAV_S26_R1_16S	5150.0	163557.0
112023-BEL-CBC-T2-304-OFAV_S72_R1_16S	8648.0	811072.0
112023-BEL-CBC-T2-307-SSID_S62_R1_16S	8306.0	842276.0
112023-BEL-CBC-T2-310-MCAV_S55_R1_16S	5635.0	461478.0
112023-BEL-CBC-T3-352-PAST_S30_R1_16S	14389.0	879100.0
112023-BEL-CBC-T3-355-PSTR_S10_R1_16S	2211.0	98829.0
112023-BEL-CBC-T4-399-MCAV_S9_R1_16S	5453.0	261006.0
112023-BEL-CBC-T4-401-MCAV_S53_R1_16S	4046.0	264065.0
122022-BEL-CBC-T3-123-PAST_S20_R1_16S	4931.0	164084.0
122022-BEL-CBC-T3-124-PAST_S64_R1_16S	5757.0	526544.0
122022-BEL-CBC-T3-126-SSID_S77_R1_16S	12002.0	454557.0
122022-BEL-CBC-T3-127-OFAV_S32_R1_16S	18466.0	865943.0
122022-BEL-CBC-T3-141-PSTR_S80_R1_16S	10775.0	632489.0
122022-BEL-CBC-T3-142-MCAV_S24_R1_16S	1469.0	37560.0
122023-BEL-CBC-T1-507-PAST_S51_R1_16S	11828.0	524535.0
122023-BEL-CBC-T1-508-SSID_S75_R1_16S	19566.0	404915.0
122023-BEL-CBC-T2-513-SSID_S45_R1_16S	11343.0	120025.0
122023-BEL-CBC-T2-515-PAST_S73_R1_16S	9550.0	349281.0
122023-BEL-CBC-T2-518-MCAV_S27_R1_16S	4534.0	191810.0
122023-BEL-CBC-T2-522-MCAV_S88_R1_16S	16387.0	746956.0
122023-BEL-CBC-T3-524-OFAV_S39_R1_16S	14000.0	467438.0
122023-BEL-CBC-T3-525-PAST_S29_R1_16S	10145.0	629321.0
122023-BEL-CBC-T3-526-SSID_S11_R1_16S	5284.0	171877.0
122023-BEL-CBC-T3-531-PSTR_S28_R1_16S	4417.0	198834.0
122023-BEL-CBC-T3-532-MCAV_S52_R1_16S	7816.0	544907.0
122023-BEL-CBC-T4-539-MCAV_S44_R1_16S	8509.0	256609.0
Negative_S96_R1_16S	457.0	1606.0
Undetermined_S0_R1_16S	221209.0	3040303.0
