Sample	Unique Reads	Duplicate Reads
122023-BEL-CBC-T1-509-MCAV_S26_R1_16S	7100.0	178110.0
122023-BEL-CBC-T2-514-SSID_S81_R1_16S	64249.0	615440.0
122023-BEL-CBC-T2-516-MCAV_S20_R1_16S	7791.0	856462.0
122023-BEL-CBC-T2-520-PAST_S2_R1_16S	19805.0	1043440.0
122023-BEL-CBC-T2-521-OFAV_S90_R1_16S	21361.0	795595.0
122023-BEL-CBC-T3-527-OFAV_S78_R1_16S	35300.0	978247.0
122023-BEL-CBC-T3-534-SSID_S27_R1_16S	8327.0	101610.0
122023-BEL-CBC-T4-536-PSTR_S50_R1_16S	50857.0	1118838.0
Negative_S96_R1_16S	2714.0	17329.0
Undetermined_S0_R1_16S	355779.0	2788818.0
