Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
122022-BEL-CBC-T4-11-MCAV_S9_R2_16S	122022-BEL-CBC-T4-11-MCAV_S9_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469574.0	117.8 Mbp	0.0	251.0	53.0	2.9799350049193523	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T1-506-PAST_S52_R2_16S	122023-BEL-CBC-T1-506-PAST_S52_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	619944.0	155.6 Mbp	0.0	251.0	44.0	5.585343192288335	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T1-510-PSTR_S65_R2_16S	122023-BEL-CBC-T1-510-PSTR_S65_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	621962.0	156.1 Mbp	0.0	251.0	36.0	3.7000652772998994	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T2-512-OFAV_S45_R2_16S	122023-BEL-CBC-T2-512-OFAV_S45_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	662248.0	166.2 Mbp	0.0	251.0	38.0	3.5775117478648486	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T3-523-MCAV_S49_R2_16S	122023-BEL-CBC-T3-523-MCAV_S49_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	543177.0	136.3 Mbp	0.0	251.0	35.0	2.958704068839439	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T3-528-PAST_S82_R2_16S	122023-BEL-CBC-T3-528-PAST_S82_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1075336.0	269.9 Mbp	0.0	251.0	42.0	3.9772685002641035	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T3-529-MCAV_S71_R2_16S	122023-BEL-CBC-T3-529-MCAV_S71_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	925980.0	232.4 Mbp	0.0	251.0	35.0	3.075660381433724	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T3-533-OFAV_S61_R2_16S	122023-BEL-CBC-T3-533-OFAV_S61_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	620352.0	155.7 Mbp	0.0	251.0	39.0	3.702736510884143	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T4-535-MCAV_S72_R2_16S	122023-BEL-CBC-T4-535-MCAV_S72_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1108491.0	278.2 Mbp	0.0	251.0	36.0	3.966473340784905	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T4-537-PSTR_S46_R2_16S	122023-BEL-CBC-T4-537-PSTR_S46_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	724770.0	181.9 Mbp	0.0	251.0	38.0	3.378175145218483	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122023-BEL-CBC-T4-540-MCAV_S8_R2_16S	122023-BEL-CBC-T4-540-MCAV_S8_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1068644.0	268.2 Mbp	0.0	251.0	37.0	2.1262459715302757	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
Negative_S96_R2_16S	Negative_S96_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31414.0	7.8 Mbp	0.0	251.0	51.0	47.39924874259884	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
Undetermined_S0_R2_16S	Undetermined_S0_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4307328.0	1 Gbp	0.0	251.0	43.0	15.184581664954388	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
